dataset,rep,term,beta_ij,vertex_gap_fitted,predicts_interior_optimum
bnp,13,lr*rf,0.010391857052683084,0.008225754927781215,True
bnp,13,lr*xgb,0.029886288961675334,0.01059903682258112,True
bnp,13,gnb*knn,0.071897335146619,0.04079552904904682,True
bnp,13,gnb*rf,0.12819060564493423,0.10239996584076938,True
bnp,13,gnb*xgb,0.134839280540214,0.10477324773556929,True
bnp,13,knn*rf,0.06124371521475647,0.06160443679172256,False
bnp,13,knn*xgb,0.11032505162824614,0.06397771868652247,True
bnp,13,rf*xgb,0.0176987723055948,0.0023732818947999057,True
bnp,14,lr*gnb,0.11801529855377624,0.09140217768173198,True
bnp,14,lr*knn,0.08645609999030776,0.05273657430002299,True
bnp,14,lr*rf,0.009567310446307653,0.009518244873081838,True
bnp,14,lr*xgb,0.03056813253052071,0.012871634305448354,True
bnp,14,gnb*knn,0.0696646179819762,0.03866560338170899,True
bnp,14,gnb*rf,0.12471008288900143,0.10092042255481382,True
bnp,14,gnb*xgb,0.13015839998442646,0.10427381198718033,True
bnp,14,knn*rf,0.06174475052471573,0.062254819173104825,False
bnp,14,knn*xgb,0.11157001970212185,0.06560820860547134,True
bnp,14,rf*xgb,0.01749896895208103,0.003353389432366516,True
bnp,15,lr*gnb,0.11744942449438445,0.09144302927014569,True
bnp,15,lr*knn,0.08245832217145999,0.05045049896380882,True
bnp,15,lr*rf,0.01106936556177418,0.008244136914841271,True
bnp,15,lr*xgb,0.03197506686555629,0.01251358359135224,True
bnp,15,gnb*knn,0.07392512544767138,0.04099253030633687,True
bnp,15,gnb*rf,0.12343668097600213,0.09968716618498696,True
bnp,15,gnb*xgb,0.13018796559504664,0.10395661286149793,True
bnp,15,knn*rf,0.05861770275753919,0.05869463587865009,False
bnp,15,knn*xgb,0.10862694847013117,0.06296408255516106,True
bnp,15,rf*xgb,0.019569864067685572,0.004269446676510968,True
bnp,16,lr*gnb,0.10944691035055154,0.0895125725317567,True
bnp,16,lr*knn,0.0831530577770796,0.05099539324946456,True
bnp,16,lr*rf,0.010833783036977906,0.009621088118740628,True
bnp,16,lr*xgb,0.032785940867567254,0.013965743430395694,True
bnp,16,gnb*knn,0.06325163461987171,0.03851717928229215,True
bnp,16,gnb*rf,0.11498930055585688,0.09913366065049733,True
bnp,16,gnb*xgb,0.12361480020300375,0.1034783159621524,True
bnp,16,knn*rf,0.060568985618155935,0.06061648136820519,False
bnp,16,knn*xgb,0.11011206976010318,0.06496113667986025,True
bnp,16,rf*xgb,0.01831882645272831,0.004344655311655066,True
bnp,17,lr*gnb,0.11249368567534007,0.08967054190797341,True
bnp,17,lr*knn,0.08526016378916121,0.051175459804528645,True
bnp,17,lr*rf,0.010845051381018767,0.009311483987422431,True
bnp,17,lr*xgb,0.03291659476336206,0.015150560149982173,True
bnp,17,gnb*knn,0.06723293123730589,0.03849508210344477,True
bnp,17,gnb*rf,0.11857473183564515,0.09898202589539584,True
bnp,17,gnb*xgb,0.12732599735545636,0.10482110205795558,True
bnp,17,knn*rf,0.060633701120327066,0.060486943791951076,True
bnp,17,knn*xgb,0.1136464368937737,0.06632601995451082,True
bnp,17,rf*xgb,0.02009771223524437,0.005839076162559742,True
bnp,18,lr*gnb,0.1047422541363523,0.08922358672572606,True
bnp,18,lr*knn,0.08656065765845053,0.05312913437433808,True
bnp,18,lr*rf,0.011049996129474327,0.008102333724462896,True
bnp,18,lr*xgb,0.03229189991991288,0.013877446222876455,True
bnp,18,gnb*knn,0.06033108484473293,0.03609445235138797,True
bnp,18,gnb*rf,0.10911976464014206,0.09732592045018895,True
bnp,18,gnb*xgb,0.11902975887253209,0.10310103294860251,True
bnp,18,knn*rf,0.06077044795540232,0.06123146809880098,False
bnp,18,knn*xgb,0.1145056737276083,0.06700658059721454,True
bnp,18,rf*xgb,0.020597456121963287,0.005775112498413559,True
bnp,19,lr*gnb,0.16129541436312655,0.1049741227339469,True
bnp,19,lr*knn,0.08643948578301422,0.05249757578310177,True
bnp,19,lr*rf,0.00962409906849715,0.00857420126784958,True
bnp,19,lr*xgb,0.03052490203741476,0.012873123261518904,True
bnp,19,gnb*knn,0.09919639810119363,0.05247654695084514,True
bnp,19,gnb*rf,0.16925679205463295,0.11354832400179649,True
bnp,19,gnb*xgb,0.17826835737779045,0.11784724599546581,True
bnp,19,knn*rf,0.061465616866257955,0.06107177705095135,True
bnp,19,knn*xgb,0.1125075129226867,0.06537069904462067,True
bnp,19,rf*xgb,0.01821188110265748,0.004298921993669325,True
bnp,20,lr*gnb,0.1178720427422093,0.09076372287355317,True
bnp,20,lr*knn,0.08490316433242051,0.05178608999844636,True
bnp,20,lr*rf,0.009496778136225403,0.008897479130520303,True
bnp,20,lr*xgb,0.031149422865975218,0.013734654095642673,True
bnp,20,gnb*knn,0.07231851915184717,0.038977632875106805,True
bnp,20,gnb*rf,0.12505892272049923,0.09966120200407347,True
bnp,20,gnb*xgb,0.13303111298658643,0.10449837696919584,True
bnp,20,knn*rf,0.06231718811446396,0.06068356912896666,True
bnp,20,knn*xgb,0.11273620978698276,0.06552074409408903,True
bnp,20,rf*xgb,0.01831767557739772,0.0048371749651223706,True
bnp,21,lr*gnb,0.17113475298759945,0.10943151828746867,True
bnp,21,lr*knn,0.08658018073704574,0.0524372777227986,True
bnp,21,lr*rf,0.009657418134051743,0.007748594667888797,True
bnp,21,lr*xgb,0.031664210537355464,0.012159005083901997,True
bnp,21,gnb*knn,0.10737721501226871,0.05699424056467006,True
bnp,21,gnb*rf,0.17698303440861007,0.11718011295535746,True
bnp,21,gnb*xgb,0.18889467382300773,0.12159052337137066,True
bnp,21,knn*rf,0.061287225192118155,0.0601858723906874,True
bnp,21,knn*xgb,0.1127500428062138,0.0645962828067006,True
bnp,21,rf*xgb,0.01828565550743999,0.0044104104160132,True
bnp,22,lr*gnb,0.11365496073023368,0.09154943037492991,True
bnp,22,lr*knn,0.08535822225305092,0.052591229553868746,True
bnp,22,lr*rf,0.010406899852872797,0.008736854800366678,True
bnp,22,lr*xgb,0.03077036218162177,0.01245353506055391,True
bnp,22,gnb*knn,0.06527011153803808,0.03895820082106116,True
bnp,22,gnb*rf,0.12017901393128594,0.10028628517529659,True
bnp,22,gnb*xgb,0.1264943661629333,0.10400296543548382,True
bnp,22,knn*rf,0.0614720798987467,0.061328084354235424,True
bnp,22,knn*xgb,0.11107007342289761,0.06504476461442266,True
bnp,22,rf*xgb,0.01735608613966999,0.003716680260187233,True
bnp,23,lr*gnb,0.1623692570986508,0.1056475792858893,True
bnp,23,lr*knn,0.08710134803789121,0.05409395982308396,True
bnp,23,lr*rf,0.010160940996296497,0.009268367167651226,True
bnp,23,lr*xgb,0.03491052303122766,0.013101626362124863,True
bnp,23,gnb*knn,0.09827234254234285,0.051553619462805345,True
bnp,23,gnb*rf,0.16876858774996717,0.11491594645354053,True
bnp,23,gnb*xgb,0.18038815202536762,0.11874920564801417,True
bnp,23,knn*rf,0.06427277957436739,0.06336232699073518,True
bnp,23,knn*xgb,0.11750434705466832,0.06719558618520882,True
bnp,23,rf*xgb,0.019484176817654575,0.003833259194473637,True
bnp,24,lr*gnb,0.11795062770126602,0.09178814050916007,True
bnp,24,lr*knn,0.08577963928297963,0.051921257242280805,True
bnp,24,lr*rf,0.010462081430989367,0.008940473216026867,True
bnp,24,lr*xgb,0.033484662508582064,0.014931559392353577,True
bnp,24,gnb*knn,0.07089238835461087,0.03986688326687926,True
bnp,24,gnb*rf,0.12393117670547216,0.10072861372518693,True
bnp,24,gnb*xgb,0.1339416593002123,0.10671969990151364,True
bnp,24,knn*rf,0.06166471807203888,0.06086173045830767,True
bnp,24,knn*xgb,0.11530059360740659,0.06685281663463438,True
bnp,24,rf*xgb,0.021103819877453578,0.00599108617632671,True
bnp,25,lr*gnb,0.11085186405635006,0.0911135089211188,True
bnp,25,lr*knn,0.08831542881860166,0.05366074769979268,True
bnp,25,lr*rf,0.011279723706145828,0.008999211341339852,True
bnp,25,lr*xgb,0.034277690037930464,0.013066685188669047,True
bnp,25,gnb*knn,0.061161224159133276,0.037452761221326125,True
bnp,25,gnb*rf,0.11496377917685852,0.10011272026245865,True
bnp,25,gnb*xgb,0.12461561319738523,0.10418019410978785,True
bnp,25,knn*rf,0.06313565649234976,0.06265995904113253,True
bnp,25,knn*xgb,0.11633564551951062,0.06672743288846172,True
bnp,25,rf*xgb,0.020704647185686653,0.004067473847329195,True
bnp,26,lr*gnb,0.16315696119627587,0.10567204859139823,True
bnp,26,lr*knn,0.08854458222222769,0.05360234462798252,True
bnp,26,lr*rf,0.011639343014670955,0.009037427901587014,True
bnp,26,lr*xgb,0.03358498946034927,0.01214613771838402,True
bnp,26,gnb*knn,0.10032652609401937,0.0520697039634157,True
bnp,26,gnb*rf,0.17008973776973368,0.11470947649298524,True
bnp,26,gnb*xgb,0.18133726622739732,0.11781818630978225,True
bnp,26,knn*rf,0.06331623509129236,0.06263977252956954,True
bnp,26,knn*xgb,0.11571394221875508,0.06574848234636654,True
bnp,26,rf*xgb,0.019572996406583165,0.003108709816797006,True
bnp,27,lr*gnb,0.1159757897851309,0.09016375444077551,True
bnp,27,lr*knn,0.08788348272242771,0.053124680761246657,True
bnp,27,lr*rf,0.01033535069039404,0.008228052552907705,True
bnp,27,lr*xgb,0.03211737689311911,0.012177699612314186,True
bnp,27,gnb*knn,0.06671470811143942,0.037039073679528856,True
bnp,27,gnb*rf,0.1203672045759916,0.09839180699368322,True
bnp,27,gnb*xgb,0.12700497916047448,0.1023414540530897,True
bnp,27,knn*rf,0.06311581458962046,0.06135273331415436,True
bnp,27,knn*xgb,0.1128750780960473,0.06530238037356084,True
bnp,27,rf*xgb,0.019105530447890207,0.00394964705940648,True
bnp,28,lr*gnb,0.10388379065046743,0.08876937133790663,True
bnp,28,lr*knn,0.08534064683352807,0.0524125964293537,True
bnp,28,lr*rf,0.011108139503379633,0.008786793535188298,True
bnp,28,lr*xgb,0.0329135251077024,0.01274145472482946,True
bnp,28,gnb*knn,0.05751881356231037,0.036356774908552936,True
bnp,28,gnb*rf,0.10904205808498457,0.09755616487309493,True
bnp,28,gnb*xgb,0.11523177982011434,0.10151082606273609,True
bnp,28,knn*rf,0.06283693746406982,0.061199389964541995,True
bnp,28,knn*xgb,0.11185267479868988,0.06515405115418316,True
bnp,28,rf*xgb,0.01883317084787972,0.003954661189641162,True
bnp,29,lr*gnb,0.11092792048210887,0.08978047814868984,True
bnp,29,lr*knn,0.0854733590783891,0.051900642078149484,True
bnp,29,lr*rf,0.011802594950598766,0.008516298125818444,True
bnp,29,lr*xgb,0.03397611250263011,0.01354353833000832,True
bnp,29,gnb*knn,0.06406974050311343,0.03787983607054035,True
bnp,29,gnb*rf,0.11345425370970597,0.09829677627450828,True
bnp,29,gnb*xgb,0.12425017555090778,0.10332401647869816,True
bnp,29,knn*rf,0.06135868806528899,0.06041694020396793,True
bnp,29,knn*xgb,0.11370597497059172,0.0654441804081578,True
bnp,29,rf*xgb,0.020321212966387225,0.005027240204189876,True
porto,0,lr*gnb,0.013259894710684728,0.028149329955874935,False
porto,0,lr*knn,0.06519280432612773,0.05363966099828954,True
porto,0,lr*rf,0.02165705543451446,0.004800273638420727,True
porto,0,lr*xgb,0.04623661574445592,0.035967194058848184,True
porto,0,gnb*knn,0.08408544740755697,0.025490331042414605,True
porto,0,gnb*rf,0.02476158309302412,0.02334905631745421,True
porto,0,gnb*xgb,0.06422759238346809,0.007817864102973249,True
porto,0,knn*rf,0.054863826411340355,0.04883938735986881,True
porto,0,knn*xgb,0.06705317931748096,0.017672466939441356,True
porto,0,rf*xgb,0.04304685022652466,0.031166920420427457,True
porto,1,lr*gnb,0.00010631537953698089,0.0334956713152752,False
porto,1,lr*knn,0.05949854983370456,0.05939304939625023,True
porto,1,lr*rf,0.01834079163871516,0.007432599575500021,True
porto,1,lr*xgb,0.04233443212926602,0.03801884796099353,True
porto,1,gnb*knn,0.07091833936137304,0.02589737808097503,True
porto,1,gnb*rf,0.004823896040411557,0.02606307173977518,False
porto,1,gnb*xgb,0.04911777323202371,0.00452317664571833,True
porto,1,knn*rf,0.04690351719677499,0.05196044982075021,False
porto,1,knn*xgb,0.05986496151729409,0.0213742014352567,True
porto,1,rf*xgb,0.038547618156663965,0.03058624838549351,True
porto,2,lr*gnb,0.0034938012561129272,0.032548806785483664,False
porto,2,lr*knn,0.060567573951611886,0.05984609373217742,True
porto,2,lr*rf,0.0217176862030658,0.007139917810039087,True
porto,2,lr*xgb,0.0436527220485835,0.03299122915773656,True
porto,2,gnb*knn,0.08017088473316458,0.027297286946693755,True
porto,2,gnb*rf,0.013437975048983919,0.025408888975444577,False
porto,2,gnb*xgb,0.052496433804665954,0.00044242237225289305,True
porto,2,knn*rf,0.05131615552430446,0.05270617592213833,False
porto,2,knn*xgb,0.06286548442193016,0.026854864574440862,True
porto,2,rf*xgb,0.042441036545776356,0.02585131134769747,True
porto,3,lr*gnb,-0.012854737790923942,0.030087314455614078,False
porto,3,lr*knn,0.06193647959447121,0.05581545213261119,True
porto,3,lr*rf,0.0161473975555555,0.0065019280692084624,True
porto,3,lr*xgb,0.039927469262866944,0.03363476211430172,True
porto,3,gnb*knn,0.054573108601275955,0.02572813767699711,True
porto,3,gnb*rf,-0.005187810221470857,0.023585386386405616,False
porto,3,gnb*xgb,0.033798193206451166,0.0035474476586876413,True
porto,3,knn*rf,0.05126621194189329,0.049313524063402725,True
porto,3,knn*xgb,0.07124287504895627,0.022180690018309468,True
porto,3,rf*xgb,0.038881358543710665,0.027132834045093257,True
porto,4,lr*gnb,0.002515929433508368,0.03079294442530578,False
porto,4,lr*knn,0.06581062406899393,0.055188954252264,True
porto,4,lr*rf,0.019166225421903715,0.0033965758224179243,True
porto,4,lr*xgb,0.04695212713558283,0.03379171332281783,True
porto,4,gnb*knn,0.07446686939497238,0.02439600982695822,True
porto,4,gnb*rf,0.004529431172558329,0.027396368602887855,False
porto,4,gnb*xgb,0.04949252839644103,0.0029987688975120497,True
porto,4,knn*rf,0.05342989736166237,0.051792378429846075,True
porto,4,knn*xgb,0.07254025990876008,0.02139724092944617,True
porto,4,rf*xgb,0.04185175593458279,0.030395137500399905,True
porto,5,lr*gnb,-0.0034145995750201608,0.030319696236498217,False
porto,5,lr*knn,0.0626334408988797,0.056271488026775174,True
porto,5,lr*rf,0.019440437473786543,7.610803767599261e-05,True
porto,5,lr*xgb,0.04637430863844261,0.02891168905224073,True
porto,5,gnb*knn,0.06373907600243234,0.025951791790276957,True
porto,5,gnb*rf,0.0033886037029793314,0.03039580427417421,False
porto,5,gnb*xgb,0.044700770173405346,0.001408007184257487,True
porto,5,knn*rf,0.05128923816622677,0.056347596064451166,False
porto,5,knn*xgb,0.06576606097336801,0.027359798974534444,True
porto,5,rf*xgb,0.04290952485718158,0.028987797089916723,True
porto,6,lr*gnb,-0.0005892725931034848,0.027721998254740976,False
porto,6,lr*knn,0.060346517112911224,0.05429530393277848,True
porto,6,lr*rf,0.02291920508572265,0.0053250412657205315,True
porto,6,lr*xgb,0.05008004084637385,0.03467021494461675,True
porto,6,gnb*knn,0.07302482880617145,0.026573305678037507,True
porto,6,gnb*rf,0.012263062164145078,0.022396956989020445,False
porto,6,gnb*xgb,0.05238856916534662,0.006948216689875775,True
porto,6,knn*rf,0.05140396741740394,0.04897026266705795,True
porto,6,knn*xgb,0.06495542022973161,0.019625088988161732,True
porto,6,rf*xgb,0.04310802341879816,0.02934517367889622,True
porto,7,lr*gnb,-0.00025197704945978394,0.029196543582755252,False
porto,7,lr*knn,0.062293963450619105,0.05625582870011203,True
porto,7,lr*rf,0.02115934433241018,0.0040104281386463825,True
porto,7,lr*xgb,0.04576426070109474,0.027751862754767154,True
porto,7,gnb*knn,0.07045223133157696,0.02705928511735678,True
porto,7,gnb*rf,0.0069176877711778495,0.02518611544410887,False
porto,7,gnb*xgb,0.046187721134315574,0.0014446808279880985,True
porto,7,knn*rf,0.054095759375438535,0.05224540056146565,True
porto,7,knn*xgb,0.0721932308952775,0.028503965945344878,True
porto,7,rf*xgb,0.043285576817948535,0.02374143461612077,True
porto,8,lr*gnb,0.003119833661922311,0.028746940410977806,False
porto,8,lr*knn,0.059171398607069686,0.05318623914216325,True
porto,8,lr*rf,0.019037246938550245,0.003452967024294762,True
porto,8,lr*xgb,0.04465115297068445,0.02896506103404095,True
porto,8,gnb*knn,0.06630554706160519,0.024439298731185444,True
porto,8,gnb*rf,0.007814280777747817,0.025293973386683044,False
porto,8,gnb*xgb,0.04755230517905218,0.00021812062306314495,True
porto,8,knn*rf,0.04974888188006321,0.04973327211786849,True
porto,8,knn*xgb,0.06615019154983431,0.0242211781081223,True
porto,8,rf*xgb,0.04068317852597181,0.02551209400974619,True
porto,9,lr*gnb,-5.609529727002016e-06,0.02932815712556558,False
porto,9,lr*knn,0.06645398714374232,0.0563380181006895,True
porto,9,lr*rf,0.021401299554065,0.0051049755780058215,True
porto,9,lr*xgb,0.046732015106598856,0.035029660106231986,True
porto,9,gnb*knn,0.07633024184966253,0.027009860975123923,True
porto,9,gnb*rf,0.008683938862275142,0.024223181547559758,False
porto,9,gnb*xgb,0.05182497350761106,0.005701502980666406,True
porto,9,knn*rf,0.055190749123707805,0.05123304252268368,True
porto,9,knn*xgb,0.07321382867378902,0.021308357994457516,True
porto,9,rf*xgb,0.04126542240993647,0.029924684528226164,True
porto,10,lr*gnb,-0.0020625188637420355,0.03320540293247254,False
porto,10,lr*knn,0.05975864323496802,0.055692608928032517,True
porto,10,lr*rf,0.020059169513451547,0.004693468057075378,True
porto,10,lr*xgb,0.04272832778043534,0.03334164416981589,True
porto,10,gnb*knn,0.06265522199239659,0.022487205995559978,True
porto,10,gnb*rf,0.005283263343479838,0.02851193487539716,False
porto,10,gnb*xgb,0.041879146415445656,0.0001362412373433486,True
porto,10,knn*rf,0.04665711089864122,0.05099914087095714,False
porto,10,knn*xgb,0.06812713649965792,0.02235096475821663,True
porto,10,rf*xgb,0.03862508625517336,0.02864817611274051,True
porto,11,lr*gnb,0.003683808678215994,0.031615455940548154,False
porto,11,lr*knn,0.06262638750392577,0.057348118306181695,True
porto,11,lr*rf,0.01932981354148544,0.005504853945084265,True
porto,11,lr*xgb,0.042452677862881205,0.03383497073772701,True
porto,11,gnb*knn,0.07250795514801545,0.02573266236563354,True
porto,11,gnb*rf,0.010453232363796361,0.02611060199546389,False
porto,11,gnb*xgb,0.04777678051582179,0.0022195147971788565,True
porto,11,knn*rf,0.051631256580827345,0.05184326436109743,False
porto,11,knn*xgb,0.06807608038298148,0.023513147568454684,True
porto,11,rf*xgb,0.0416317183390853,0.028330116792642746,True
porto,12,lr*gnb,-0.006484167182625344,0.032367031999312235,False
porto,12,lr*knn,0.06315433242194401,0.054607880371433715,True
porto,12,lr*rf,0.01584375007297234,0.005704623785253049,True
porto,12,lr*xgb,0.043557250228919986,0.033761704367256784,True
porto,12,gnb*knn,0.0637733092071715,0.02224084837212148,True
porto,12,gnb*rf,0.0020274015638528375,0.026662408214059186,False
porto,12,gnb*xgb,0.037584917963742526,0.0013946723679445494,True
porto,12,knn*rf,0.05139371422166694,0.048903256586180666,True
porto,12,knn*xgb,0.07157890119755506,0.02084617600417693,True
porto,12,rf*xgb,0.039835342700784704,0.028057080582003735,True
porto,13,lr*gnb,0.018471243681093152,0.035271231193306996,False
porto,13,lr*knn,0.06452065712880478,0.0565805689382729,True
porto,13,lr*rf,0.020982851105767142,0.004766244916533324,True
porto,13,lr*xgb,0.045738386802305686,0.030774342503609886,True
porto,13,gnb*knn,0.06948793520828755,0.021309337744965906,True
porto,13,gnb*rf,0.020449296056312072,0.03050498627677367,False
porto,13,gnb*xgb,0.0495856322253293,0.004496888689697109,True
porto,13,knn*rf,0.05408918436532617,0.05181432402173958,True
porto,13,knn*xgb,0.06993635627695954,0.025806226434663015,True
porto,13,rf*xgb,0.042397046452319564,0.026008097587076562,True
porto,14,lr*gnb,-0.0024117432824467544,0.034465752426101504,False
porto,14,lr*knn,0.0635054413307106,0.05769269729777449,True
porto,14,lr*rf,0.019118671746760074,0.005778098289554556,True
porto,14,lr*xgb,0.04884229916062233,0.031269929102149874,True
porto,14,gnb*knn,0.06882038282802161,0.023226944871672983,True
porto,14,gnb*rf,0.0076362888361583,0.028687654136546947,False
porto,14,gnb*xgb,0.046582578874855285,0.00319582332395163,True
porto,14,knn*rf,0.05272966690559411,0.05191459900821993,True
porto,14,knn*xgb,0.06712745009406201,0.026422768195624613,True
porto,14,rf*xgb,0.04040168609274941,0.025491830812595317,True
porto,15,lr*gnb,-0.0023621205486880625,0.02906410394034442,False
porto,15,lr*knn,0.061580175861651015,0.05655667908083639,True
porto,15,lr*rf,0.021815302229635347,0.0036193021133015257,True
porto,15,lr*xgb,0.04361125595725013,0.02806957833790802,True
porto,15,gnb*knn,0.08075969997746979,0.02749257514049197,True
porto,15,gnb*rf,0.0028655628019330637,0.025444801827042896,False
porto,15,gnb*xgb,0.04297300520519076,0.0009945256024364024,True
porto,15,knn*rf,0.05075074082739184,0.052937376967534866,False
porto,15,knn*xgb,0.06988229813472328,0.028487100742928373,True
porto,15,rf*xgb,0.040935915539680234,0.024450276224606493,True
porto,16,lr*gnb,-0.009301143863694072,0.03517438527037553,False
porto,16,lr*knn,0.06365773058725213,0.05884022517914245,True
porto,16,lr*rf,0.017395194372316958,0.0023449137830383604,True
porto,16,lr*xgb,0.043871692829609454,0.030081137152266013,True
porto,16,gnb*knn,0.05927063900293117,0.023665839908766917,True
porto,16,gnb*rf,-0.001745181966431364,0.03282947148733717,False
porto,16,gnb*xgb,0.03630241398575473,0.005093248118109517,True
porto,16,knn*rf,0.05018679114941349,0.056495311396104086,False
porto,16,knn*xgb,0.06948913176987517,0.028759088026876434,True
porto,16,rf*xgb,0.03827908595642793,0.027736223369227653,True
porto,17,lr*gnb,-0.00957295745354625,0.0331494749638338,False
porto,17,lr*knn,0.05762266094184437,0.054074055320982084,True
porto,17,lr*rf,0.015994736539624688,0.0022201817181086714,True
porto,17,lr*xgb,0.036756708189133014,0.03417210003587834,True
porto,17,gnb*knn,0.059464020024944775,0.02092458035714828,True
porto,17,gnb*rf,-0.002937739965860775,0.03092929324572513,False
porto,17,gnb*xgb,0.03380285880410039,0.0010226250720445362,True
porto,17,knn*rf,0.04770463316005247,0.05185387360287341,False
porto,17,knn*xgb,0.06091317788317967,0.019901955285103745,True
porto,17,rf*xgb,0.0336224760334507,0.03195191831776967,True
porto,18,lr*gnb,0.004420500091189328,0.033450362929085986,False
porto,18,lr*knn,0.06530128680066219,0.060080778994606066,True
porto,18,lr*rf,0.019277752311530505,0.0032205594035457086,True
porto,18,lr*xgb,0.04449555615407985,0.03184825796591628,True
porto,18,gnb*knn,0.07247339111512896,0.02663041606552008,True
porto,18,gnb*rf,0.00772365859399915,0.030229803525540277,False
porto,18,gnb*xgb,0.047637342671810634,0.0016021049631697037,True
porto,18,knn*rf,0.053187837470352606,0.05686021959106036,False
porto,18,knn*xgb,0.06941402685501795,0.028232521028689783,True
porto,18,rf*xgb,0.04133265348903903,0.028627698562370574,True
porto,19,lr*gnb,0.001204922910114259,0.02770740430347507,False
porto,19,lr*knn,0.06314460797183163,0.053959599761090105,True
porto,19,lr*rf,0.020132221860696742,0.0001661779666322083,True
porto,19,lr*xgb,0.04803635184956645,0.028187397338180986,True
porto,19,gnb*knn,0.07461549747234475,0.026252195457615035,True
porto,19,gnb*rf,0.0054413666274030215,0.02754122633684286,False
porto,19,gnb*xgb,0.05028795251235674,0.0004799930347059167,True
porto,19,knn*rf,0.04974912431398726,0.053793421794457896,False
porto,19,knn*xgb,0.06422187153360495,0.02577220242290912,True
porto,19,rf*xgb,0.042552042517928435,0.028021219371548778,True
porto,20,lr*gnb,-0.004595754221531023,0.030493864483285837,False
porto,20,lr*knn,0.06319698424664794,0.0591970299692558,True
porto,20,lr*rf,0.018276735634147,0.0034592431027542503,True
porto,20,lr*xgb,0.044384631170737765,0.03629803278509858,True
porto,20,gnb*knn,0.06754718711540253,0.02870316548596996,True
porto,20,gnb*rf,-0.0025875540656535856,0.027034621380531587,False
porto,20,gnb*xgb,0.040097153289187504,0.00580416830181274,True
porto,20,knn*rf,0.05216429831358771,0.05573778686650155,False
porto,20,knn*xgb,0.06803700284343273,0.02289899718415722,True
porto,20,rf*xgb,0.039203976087511805,0.03283878968234433,True
porto,21,lr*gnb,0.01870926975780446,0.03158145490803321,False
porto,21,lr*knn,0.0662748211807124,0.06361212838736507,True
porto,21,lr*rf,0.024093499435583032,0.004545545604989543,True
porto,21,lr*xgb,0.0481992914678574,0.033072511175939456,True
porto,21,gnb*knn,0.08475506682026035,0.03203067347933186,True
porto,21,gnb*rf,0.024247508681845775,0.02703590930304367,False
porto,21,gnb*xgb,0.06312731026206586,0.0014910562679062433,True
porto,21,knn*rf,0.053072465676849756,0.05906658278237553,False
porto,21,knn*xgb,0.07069127137211792,0.030539617211425618,True
porto,21,rf*xgb,0.04963793311780096,0.028526965570949914,True
porto,22,lr*gnb,0.023225393218588353,0.033755602436689625,False
porto,22,lr*knn,0.0640591177277359,0.05802623435252052,True
porto,22,lr*rf,0.023712216789828044,0.003434252554585182,True
porto,22,lr*xgb,0.04499651399719773,0.03452951035744978,True
porto,22,gnb*knn,0.07302240770181756,0.024270631915830898,True
porto,22,gnb*rf,0.02793618183808033,0.030321349882104442,False
porto,22,gnb*xgb,0.06155986916837275,0.0007739079207601529,True
porto,22,knn*rf,0.0527003682162791,0.05459198179793534,False
porto,22,knn*xgb,0.0657387564230169,0.023496723995070745,True
porto,22,rf*xgb,0.043177894755656254,0.031095257802864595,True
porto,23,lr*gnb,-0.006065639378640741,0.03450671874744882,False
porto,23,lr*knn,0.06235564535326191,0.04855878607508035,True
porto,23,lr*rf,0.015390463619794903,0.0027038946227400107,True
porto,23,lr*xgb,0.03545563938952101,0.03171770262633611,True
porto,23,gnb*knn,0.05354584400323059,0.014052067327631534,True
porto,23,gnb*rf,-0.0030396970935883116,0.031802824124708806,False
porto,23,gnb*xgb,0.03334686524061148,0.0027890161211127085,True
porto,23,knn*rf,0.05347455782151922,0.04585489145234034,True
porto,23,knn*xgb,0.06603690106992202,0.016841083448744243,True
porto,23,rf*xgb,0.033919128729719805,0.029013808003596098,True
porto,24,lr*gnb,-0.008065159843264447,0.031076617818924457,False
porto,24,lr*knn,0.05838747870623823,0.05825771357292797,True
porto,24,lr*rf,0.01897458465712598,0.006178066507605218,True
porto,24,lr*xgb,0.03967920935163338,0.034805571085079645,True
porto,24,gnb*knn,0.06885490606386635,0.027181095754003515,True
porto,24,gnb*rf,0.005289332084774889,0.02489855131131924,False
porto,24,gnb*xgb,0.04312787912471516,0.0037289532661551883,True
porto,24,knn*rf,0.046618366753202745,0.052079647065322754,False
porto,24,knn*xgb,0.06299650428830081,0.023452142487848326,True
porto,24,rf*xgb,0.036593585861721234,0.028627504577474427,True
porto,25,lr*gnb,0.012551759740694113,0.03287520648049691,False
porto,25,lr*knn,0.06300590423861202,0.05993640386652188,True
porto,25,lr*rf,0.021620799542727664,0.003203343717069318,True
porto,25,lr*xgb,0.04364920198406619,0.034426239270874404,True
porto,25,gnb*knn,0.08066570216832969,0.02706119738602497,True
porto,25,gnb*rf,0.020380803982021467,0.029671862763427592,False
porto,25,gnb*xgb,0.05629053099913062,0.0015510327903774934,True
porto,25,knn*rf,0.05179353884472193,0.05673306014945256,False
porto,25,knn*xgb,0.07143619261042831,0.025510164595647478,True
porto,25,rf*xgb,0.042739307924264835,0.031222895553805086,True
porto,26,lr*gnb,0.0071762327000423065,0.03221404595777533,False
porto,26,lr*knn,0.060155315523042874,0.06094789244281629,False
porto,26,lr*rf,0.021854628339089133,0.005143554622490387,True
