FACTOR1_SCORE,FACTOR2_SCORE,FACTOR3_SCORE,Score_Quality,Score_Cost
1.2959250868677759,0.48972705618646883,-0.7383876196875847,0.18251133440180334,-0.48967791562044877
2.48115649455353,-0.9867866970647095,-3.3289451106273704,-0.3437219696224324,0.9866876801608601
2.514361442766675,-0.9813996390451751,-2.77210745778661,-0.13067019124772472,0.9813011626936128
0.4964530770422015,0.4365124949543144,0.46864402332178917,0.3419014082248978,-0.4364686940844095
2.50130526518518,-0.9805609126920187,-3.569905166142949,-0.42393659019304974,0.9804625205005763
1.2454943798791647,0.4289620925822894,-0.7187835724574829,0.17210458232526665,-0.4289190493406217
-0.07972598259433786,0.4897648240565318,0.7882395406862482,0.2576075017701379,-0.4897156797007793
1.422477206184026,-0.9807360744162791,-1.0757493039288286,0.10433429940429956,0.9806376646486252
-1.3264262356078087,-0.975274396086037,-0.027353183757101756,-0.47023004653226586,0.9751765343582783
-1.4376625591653485,0.42697345184702157,0.5190205047639671,-0.31109305910823704,-0.4269306081510602
-2.0991865223598314,0.4821302695055508,0.5178687548260253,-0.541088934864728,-0.48208189122209755
-0.15897055497356224,-0.9861727592542618,0.6838997422140173,0.19234383044740463,0.9860738039546287
-2.606839979188183,0.4843583003512673,0.16397468117802905,-0.8453476080632782,-0.48430969850104255
-0.3911150344376324,-0.9828721915856055,0.342464452151486,-0.011791613699786402,0.9827735674740523
-0.8098260344359952,-0.9790218518014248,0.7291769831008379,-0.017146225368771695,0.9789236140436047
-0.17264667988672264,0.44075171548065145,1.135174999159628,0.35092107351518725,-0.4407074892356453
2.4315553778411094,-0.5474842909776384,-3.5691635249231717,-0.4478745765033183,0.5474293548910859
0.13710984198242737,3.2054371791499396,-0.622967024525819,-0.1778780053080149,-3.2051155367261948
-0.21667774725311953,2.633420262764335,0.863329843725649,0.23725532230729693,-2.6331560180985636
1.9818779779630062,-0.4097158397327637,-0.5122192771309915,0.5024221434426649,0.4096747277132877
0.8468051293895695,2.9667473002646627,-0.7658514965145486,0.01670658819392018,-2.9664496086429075
2.4797827284781335,-0.5002922404883902,-3.3258525111189425,-0.343079469704334,0.5002420397825837
1.7378009267206542,-0.6528860153066125,-0.44791716201132314,0.44098818329636075,0.6528205029197973
-0.17609510252379787,3.758709064175516,1.0542713087308264,0.32044401857052085,-3.7583319049220396
-3.9626345664353497,2.3880205315655787,-0.31893426460893887,-1.4906424785727348,-2.387780910986919
-1.5373670969949407,-0.4858494978190828,-0.008315657648729064,-0.536546188492604,0.4858007463379837
-1.9053546366756495,-0.6548319038561465,0.5564199937792701,-0.45986812591015547,0.6547661962134974
-0.2855505599540348,0.523641605258425,1.069810643582583,0.288081899132686,-0.5235890616128391
-3.1326017077420354,-0.5826803660265701,-0.5257174344378763,-1.2774211750739335,0.5826218982685942
-2.3962750175033674,1.6993675789657023,0.2379512737770044,-0.7454986747586585,-1.6991970597271762
-3.5309539427451515,1.674047358701321,0.1804376661077703,-1.1600991669260012,-1.6738793801636604
-0.2951184676428933,-0.36802167366635413,1.054140513451389,0.2790901359712419,0.3679847453547096
2.5684289465921992,-1.00511313545819,-3.6493103915770555,-0.4293795830395135,1.005012279628873
1.3127556949340113,0.39455124326083013,-0.7367508778969901,0.18894468650193286,-0.3945116528988666
0.8302990719458857,0.15892243355974472,0.19062822622813588,0.3571430119995306,-0.1589064868436306
2.4125737203054105,-0.988365814700607,-2.6131978464672185,-0.10848333960191392,0.9882666393437307
1.4994547657142503,0.13370706254459924,-0.9193552745763635,0.18765044357320482,-0.1336936460084873
2.5081938130809265,-0.9885950245688654,-3.344759801658895,-0.3400623656484445,0.9884958262124375
1.5863267199179958,-0.9776450753880297,-1.0501882717910747,0.1704484990064689,0.9775469757797592
0.3265682430355756,0.43458235218775415,0.7375523764571155,0.38026569393218507,-0.43453874499370787
-1.4549459567344154,-0.15259641897181167,0.4492621166265498,-0.3423378254772237,0.1525811070254812
-0.3092994003666267,-0.993906461745858,0.36807537139665364,0.025871136518684612,0.9938067304251473
-0.8148813021829814,-1.023104539067322,0.4125748861963882,-0.133483821512742,1.0230018779308534
-0.1849598042683159,-0.3528368721252445,0.7769657169262253,0.2170063867207458,0.35280146749854485
-0.767878768616934,-1.0194975107107775,0.11930596596149592,-0.22331034522108476,1.0193952115135012
-0.7256716773326622,-0.3002336528308869,0.6182924924805872,-0.028071627748755018,0.30020352655656324
-2.7184388820199348,0.47174081771831927,0.35008661534378893,-0.8167207436231094,-0.4716934819411662
0.06668420350525027,-1.0056271433800297,0.8595633609933915,0.33423171752026515,1.0055262359737376
1.491096788900709,0.17413350972890834,-0.9104641005724278,0.18796769690377718,-0.1741160366913805
2.4790516452872384,-0.865343135258776,-3.3391490185043606,-0.34814540029745,0.8652563043374882
2.44483279930137,-0.909732925668398,-2.6951163886867637,-0.1269355505684583,0.9096416405528838
0.08630813214040202,1.5756842309380625,0.8262319852617289,0.32897897783659075,-1.5755261224284365
2.5683592285557264,-0.989609345408453,-3.645221063397153,-0.4279237873752293,0.9895100452722694
1.0772557337837052,1.0094906914152406,-0.5498858222852548,0.17484478905590697,-1.009389396329863
-0.1463758179954966,0.9764828166630117,0.8061751950362064,0.24096815395325716,-0.9763848336789933
1.1827885836838061,-0.5199910825564895,0.3334228689409315,0.5311525634788995,0.5199389052144386
-0.8497867950387742,-1.0168584204244033,0.10731241805284578,-0.256076822865184,1.0167563860407385
-0.7247451879521944,-0.25387913919009303,0.6213522930371983,-0.026642704537927747,0.2538536642557538
-1.2009991615137745,-0.10175504563551636,0.6793183028464118,-0.1709457990288364,0.10174483525307015
-0.2791961390195713,-0.924986218208668,0.8283155794148785,0.2028863810737237,0.9248934025356327
-1.4105037312367408,-0.14258647483548575,0.45457537285368765,-0.3249913932374596,0.14257216731460914
-0.3209155547514685,-0.9433629201716992,0.3619858630086364,0.019635913106602287,0.9432682605296109
-1.238925713723312,-0.8957041005906626,0.6722499757580449,-0.18666618218559225,0.8956142231662207
-0.29288712299504727,-0.32273193037136993,0.974456020891235,0.25102546631127065,0.32269954655771116
-1.1603767985347762,0.29113214606093685,0.7323228115439433,-0.1376648329783206,-0.29110293305695156
-0.03842097071660853,-0.44347025940898727,0.9726350250410942,0.33867780096965705,0.44342576037777154
-0.8808128284584581,-0.08198282370390364,0.5860879915294793,-0.09356800158848516,0.08197459732084018
-0.34591263796673144,0.0663393810613265,1.0904048325667215,0.2745868551440309,-0.06633272438452337
-0.18076875000785705,-0.07348836874989141,1.0190644539557951,0.3060801450152706,0.07348099472390972
-0.2870923907277113,0.0626498885771887,1.0626420595949497,0.2849523921799453,-0.06264360211425614
0.345034475465575,1.0421925880900202,0.8699843325568706,0.4346034899777237,-1.0420880116059692
-0.45266642385030625,-0.08067502199978184,1.009687749727436,0.20832565539045286,0.08066692684515506
-0.1398341295538376,-0.27130547178078035,0.9746607785913619,0.30421595286385306,0.27127824824007696
-0.266687188501224,0.062253942704367016,1.0258065311504738,0.2787025831566229,-0.06224769597173741
-0.3646867501070988,1.0899591807728346,1.048628156143237,0.252951756221492,-1.0898498112568862
-0.1629794915256595,-0.37426330486379605,0.9553234700610469,0.2891849842398361,0.3742257502496304
-0.08349532694491277,-0.7621021880831219,0.9547168218079429,0.31655006554066684,0.7620257166437467
-0.19295045136442132,0.43901011036838616,1.0800739276858207,0.32393280861396456,-0.43896605888084933
-0.18399934169277302,-0.0065401713839457155,1.0487002154296996,0.3156846217568242,0.0065395151250774095
-0.18399939710825927,-0.00765142097489824,1.0487001712914525,0.31568458655080545,0.007650653210175399
-0.18399941078148496,-0.00792561087396178,1.0487001604007744,0.3156845778640669,0.007924815596266831
-0.18399944907837645,-0.008693580405862177,1.0487001298974301,0.31568455353366454,0.008692708067982361
-0.18399935849715288,-0.0068771504771588665,1.0487002020450678,0.3156846110808317,0.006876460404877215
-0.18399932462785432,-0.006197967691956123,1.0487002290218495,0.31568463259833957,0.006197345770751841
-0.1839995898135652,-0.01151575037289417,1.048700017802329,0.315684464123176,0.011514594850681709
-0.18399919208802776,-0.003540139745576006,1.0487003345893724,0.31568471680223154,0.003539784518171911
-0.1839995176843939,-0.010069340397069948,1.0487000752529696,0.3156845099475679,0.010068330011631146
-0.18399933750398795,-0.006456173460813984,1.0487002187660526,0.31568462441800166,0.006455525630529387
