Term,Coef
Intercept,1.7490711123913867
subsample,-0.2556037396577806
learning_rate,-2.285193406759174
max_depth,-0.06957688527484554
gamma,-0.11179558428221355
n_estimators,-0.003066954730815386
subsample*learning_rate,1.5451629677128311
learning_rate*max_depth,0.14036672367738862
learning_rate*n_estimators,0.0038951355754180384
max_depth*gamma,0.013262983096023483
max_depth*n_estimators,-8.146543444662656e-05
gamma*n_estimators,0.00030713776678810553
