dataset,role,replication,entity,method_key,gate_quality,gate_cost,gate_both,core_n_points,core_n_front,aug_n_points,self_grading_share,core__hv_ratio,core__igd_plus,core__gd,core__spacing,core__spacing_cv,core__joint_nondominated_fraction,core__n_front,augmented__hv_ratio,augmented__igd_plus,augmented__gd,augmented__spacing,augmented__spacing_cv,augmented__joint_nondominated_fraction,augmented__n_front
magic,primary_geometry_confirmatory,19,NBI-R,nbi_r,False,True,False,288,14,1264,0.0,0.844952011782593,0.09238668501611183,0.025979254267459093,0.007731870355401206,1.8115902458647903,0.8181818181818182,11,0.8304488293188598,0.08598476016469142,0.015869189346258143,0.007671294855656472,1.8090573329546424,0.0,11
magic,primary_geometry_confirmatory,19,ANCHOR-INJECTION-CONTROL,nbi_s_plus_anchors,False,True,False,288,14,1264,,0.9602368354327664,0.04931936877850924,0.03765587030921954,0.16404572274977422,2.5816610514201077,0.5714285714285714,14,0.9472088156290737,0.0475688126386096,0.018644227436940497,0.16923963165546316,2.598621167795438,0.2857142857142857,14
magic,primary_geometry_confirmatory,19,GRID,grid,False,True,False,288,14,1264,0.2407,1.005036837774228,0.00022176949552404568,0.015591571310166273,0.0350714269615546,0.9748875934700467,1.0,19,0.9924988307672437,0.008745209048525267,0.0048043816017472405,0.035983938899128404,0.9778254364884327,0.6842105263157895,19
magic,primary_geometry_confirmatory,19,RANDOM,random,False,True,False,288,14,1264,0.0185,0.8212866847311878,0.08459616023035839,0.039003104939124934,0.0412587525599721,2.104206175562297,0.35,20,0.8038351561874304,0.08463656633051378,0.026234141785148702,0.04255165735888411,2.1132183759580405,0.05,20
magic,primary_geometry_confirmatory,19,NSGA2-MATCHED,nsga2,False,True,False,288,14,1264,0.4444,0.9032074263666751,0.060842358178787186,0.03827825436604895,0.008557456877921253,1.450789146616205,0.7333333333333333,45,0.8871158204209141,0.05192729462213796,0.014896696000266156,0.008767224787357634,1.4574461010226727,0.5333333333333333,45
magic,primary_geometry_confirmatory,20,HISTORICAL-WS-asrun,historical_ws_asrun,True,True,True,288,14,1267,0.0,0.6326561626841936,0.2483983859248917,0.17117720115420196,0.06218890836463754,1.6683819421949182,0.0,7,0.5706021817292607,0.26705864179595196,0.1582113111918611,0.06570809382013724,1.6618160831159596,0.0,7
magic,primary_geometry_confirmatory,20,HISTORICAL-WS,historical_ws,True,True,True,288,14,1267,0.0769,0.7813489628295918,0.1582940237378836,0.12174942500560522,0.03927900692705112,1.1436412406747607,0.7,10,0.7007525223635805,0.16354580703658492,0.057792133348365714,0.04069797172316214,1.1346228579650153,0.3,10
magic,primary_geometry_confirmatory,20,WS-S,ws_s,True,True,True,288,14,1267,0.0769,0.7952610542365809,0.1524392693056277,0.1181743212575172,0.04288078770386803,0.651693293790994,0.6666666666666666,9,0.6890506619090826,0.16629775984183873,0.06363988030123918,0.05114957228421476,0.6937772171160934,0.3333333333333333,9
magic,primary_geometry_confirmatory,20,NBI-S,nbi_s,True,True,True,288,14,1267,0.0513,0.9222490531667106,0.0575609180520543,0.0773702875055823,0.08833082777603272,0.8878420211212708,0.5555555555555556,9,0.8633603456938369,0.073114494722703,0.034094201323034944,0.1236235401189245,1.02968000951517,0.2222222222222222,9
magic,primary_geometry_confirmatory,20,NBI-R,nbi_r,True,True,True,288,14,1267,0.1026,0.9240095543581655,0.06383485275403059,0.07829197355656851,0.053101654795562746,0.7220224751509016,0.4,10,0.8704898571308651,0.07485106786545383,0.050863814886069766,0.05294112864811943,0.6236680199086734,0.4,10
magic,primary_geometry_confirmatory,20,ANCHOR-INJECTION-CONTROL,nbi_s_plus_anchors,True,True,True,288,14,1267,,0.9611991541379575,0.03158231152281898,0.07105691610469331,0.06722386136528284,0.7338974660697477,0.6666666666666666,9,0.8957241470510975,0.04798871235822875,0.027931092912572383,0.0882419142841541,0.820860064532326,0.2222222222222222,9
magic,primary_geometry_confirmatory,20,GRID,grid,True,True,True,288,14,1267,0.1538,1.012964863781681,0.005208486590774193,0.039479003973760335,0.062345781302483014,1.0504343105650222,1.0,18,0.9478714880523417,0.02552047022444624,0.07215417694157927,0.07817215440068655,1.0295677574300246,0.3333333333333333,18
magic,primary_geometry_confirmatory,20,RANDOM,random,True,True,True,288,14,1267,0.0769,0.9018525551652867,0.06288208694025381,0.05533444018001519,0.12805664648877946,1.3029881750658454,0.4,10,0.8011507652885878,0.09740529537496981,0.06639004992419259,0.14036004787490974,1.2148759276796064,0.3,10
magic,primary_geometry_confirmatory,20,NSGA2-MATCHED,nsga2,True,True,True,288,14,1267,0.3846,0.9967474841962515,0.025975771672277364,0.05492596858394301,0.02591208036574761,1.1977668398323629,0.7931034482758621,29,0.9064063691248775,0.047383453430791166,0.023676531370309527,0.029858723689035537,1.1677500897336224,0.5172413793103449,29
magic,primary_geometry_confirmatory,21,HISTORICAL-WS-asrun,historical_ws_asrun,False,True,False,288,13,1267,0.0312,0.946868359194303,0.05297854851375808,0.06315754346098328,0.028041484750977785,2.131635580237195,0.45454545454545453,11,0.926299989894193,0.05726297224926612,0.0414575825702223,0.028041484750977785,2.131635580237195,0.09090909090909091,11
magic,primary_geometry_confirmatory,21,HISTORICAL-WS,historical_ws,False,True,False,288,13,1267,0.0625,0.9604624866635143,0.03398043960550873,0.018774630844853733,0.020617070170682057,1.6119465238680435,0.2,10,0.9395988186226825,0.035686258706924275,0.010736794329457589,0.020617070170682057,1.6119465238680435,0.2,10
magic,primary_geometry_confirmatory,21,WS-S,ws_s,False,True,False,288,13,1267,0.0625,0.9681705676757633,0.03222888934803861,0.027962488889903277,0.033011514435742,1.5444878632328867,0.25,8,0.9471394606711983,0.03550802485380278,0.010424110202930556,0.033011514435742,1.5444878632328867,0.25,8
magic,primary_geometry_confirmatory,21,NBI-S,nbi_s,False,True,False,288,13,1267,0.0625,0.9674047010388701,0.03250158592905163,0.03450200202140091,0.018249487728803776,1.4238317236022944,0.5,8,0.946390230589608,0.03837257825702001,0.019190600727125376,0.018249487728803776,1.4238317236022944,0.25,8
magic,primary_geometry_confirmatory,21,NBI-R,nbi_r,False,True,False,288,13,1267,0.1562,0.9479484030815233,0.046345420708089995,0.035661455872053216,0.019927161634388818,0.9145205528609442,0.6666666666666666,9,0.9273565725037004,0.04269120515618027,0.008691793710027648,0.019927161634388818,0.9145205528609442,0.5555555555555556,9
magic,primary_geometry_confirmatory,21,ANCHOR-INJECTION-CONTROL,nbi_s_plus_anchors,False,True,False,288,13,1267,,0.9724957362449158,0.028905075031441903,0.030668446241245255,0.15574402864994,2.414060018736786,0.5555555555555556,9,0.9513706756685035,0.036911495704866064,0.029581860894895243,0.15574402864994,2.414060018736786,0.2222222222222222,9
magic,primary_geometry_confirmatory,21,GRID,grid,False,True,False,288,13,1267,0.1562,1.0017723353976753,0.00042825532095199735,0.010653365086250685,0.06276480610669412,0.9424759246422418,1.0,10,0.9800113132354966,0.009521572208941575,0.022981507261735538,0.06276480610669412,0.9424759246422418,0.5,10
magic,primary_geometry_confirmatory,21,RANDOM,random,False,True,False,288,13,1267,0.0,0.860795215038801,0.04247789928202,0.040204682875211346,0.025257543156753957,1.1291773875914959,0.6,15,0.8420965715549792,0.08059773078237342,0.061597564850465886,0.025257543156753957,1.1291773875914959,0.0,15
magic,primary_geometry_confirmatory,21,NSGA2-MATCHED,nsga2,False,True,False,288,13,1267,0.3438,0.935858703111004,0.027329231344418926,0.0383641282744264,0.01630290668747064,1.166239774638937,0.7894736842105263,19,0.915529491313613,0.043075133764485754,0.010361658033929369,0.01630290668747064,1.166239774638937,0.5789473684210527,19
magic,primary_geometry_confirmatory,22,HISTORICAL-WS-asrun,historical_ws_asrun,True,True,True,288,12,1264,0.0,0.7957642356989941,0.1366322267626637,0.14808272744875972,0.07059441030004712,0.9907378670208042,0.5,8,0.7549637374666077,0.08319448771510352,0.05309114720521064,0.07059441030004712,0.9907378670208042,0.0,8
magic,primary_geometry_confirmatory,22,HISTORICAL-WS,historical_ws,True,True,True,288,12,1264,0.2647,0.8954125819972536,0.07177275846420451,0.15028605235360143,0.10772705532681472,2.4343544257630105,0.9473684210526315,19,0.8495029044443979,0.034273103383534176,0.0037609942897295205,0.10772705532681472,2.4343544257630105,0.9473684210526315,19
magic,primary_geometry_confirmatory,22,WS-S,ws_s,True,True,True,288,12,1264,0.2206,0.8929873226869386,0.07066616348279388,0.14300680472818955,0.10639386579946886,2.188607881633891,0.9375,16,0.8472019932560071,0.03414628267168638,0.004466180719053805,0.10639386579946886,2.188607881633891,0.9375,16
magic,primary_geometry_confirmatory,22,NBI-S,nbi_s,True,True,True,288,12,1264,0.1176,0.9509715946271405,0.04337672368248172,0.09903772232100168,0.045014756697027494,1.1603825388248414,0.9090909090909091,11,0.902213290188449,0.025642551527142336,0.0034591423657505628,0.045014756697027494,1.1603825388248414,0.7272727272727273,11
magic,primary_geometry_confirmatory,22,NBI-R,nbi_r,True,True,True,288,12,1264,0.0882,0.9018410003999499,0.07197505754451912,0.16710250796948464,0.017788842657234117,0.8292482178979699,0.9090909090909091,11,0.8556017243782137,0.04203414219064719,0.009659224345458264,0.017788842657234117,0.8292482178979699,0.5454545454545454,11
magic,primary_geometry_confirmatory,22,ANCHOR-INJECTION-CONTROL,nbi_s_plus_anchors,True,True,True,288,12,1264,,1.0219646038676888,0.017831798121059634,0.09078457879425154,0.0992195022620155,1.5322693457838712,0.9166666666666666,12,0.9695663392271083,0.016244038776706625,0.003170880501938016,0.0992195022620155,1.5322693457838712,0.75,12
magic,primary_geometry_confirmatory,22,GRID,grid,True,True,True,288,12,1264,0.1176,0.9913045319920675,0.008145198141328205,0.0392117695658104,0.05213115388455507,1.0952745006540625,0.7272727272727273,22,0.9404782734209322,0.014398892322488754,0.050183162969028854,0.05213115388455507,1.0952745006540625,0.36363636363636365,22
magic,primary_geometry_confirmatory,22,RANDOM,random,True,True,True,288,12,1264,0.0147,0.8779193804350233,0.07554081640173756,0.07645131393814145,0.02282609025008809,0.6031610174517756,0.45454545454545453,11,0.8329066159468664,0.09533078589742885,0.07512887312102255,0.02282609025008809,0.6031610174517756,0.09090909090909091,11
magic,primary_geometry_confirmatory,22,NSGA2-MATCHED,nsga2,True,True,True,288,12,1264,0.0882,0.9748536755204377,0.03599058942981163,0.09388779643735035,0.025072583840871257,1.0568180802376093,0.32142857142857145,28,0.9248708867991409,0.044485559100300595,0.06134825040983277,0.025072583840871257,1.0568180802376093,0.21428571428571427,28
magic,primary_geometry_confirmatory,23,HISTORICAL-WS-asrun,historical_ws_asrun,True,True,True,288,12,1266,0.0816,0.7381500988477129,0.16006577846328393,0.09239180868392907,0.015165903960064031,0.7815361890896378,1.0,5,0.6940647076832939,0.15430488011952812,0.0013642706854389629,0.015165903960064031,0.7815361890896378,0.8,5
magic,primary_geometry_confirmatory,23,HISTORICAL-WS,historical_ws,True,True,True,288,12,1266,0.102,0.8760738727260416,0.09473495234491919,0.12541106244527464,0.11856845866509311,1.4458321783233636,0.6666666666666666,9,0.8237511006660693,0.0829131277284033,0.04347403133008598,0.11856845866509311,1.4458321783233636,0.5555555555555556,9
magic,primary_geometry_confirmatory,23,WS-S,ws_s,True,True,True,288,12,1266,0.0612,0.872329979331475,0.09712102636852514,0.12622665636212532,0.11901582980319576,1.2392822278485767,0.75,8,0.820230808142159,0.08382496152894052,0.031086628289533402,0.11901582980319576,1.2392822278485767,0.375,8
magic,primary_geometry_confirmatory,23,NBI-S,nbi_s,True,True,True,288,12,1266,0.0612,0.9817778638579705,0.03426804835610697,0.07880400797945657,0.09210751515494844,0.9855776661904572,0.7,10,0.9231420102120634,0.0362446681761982,0.017880922464569626,0.09210751515494844,0.9855776661904572,0.3,10
magic,primary_geometry_confirmatory,23,NBI-R,nbi_r,True,True,True,288,12,1266,0.102,0.9141103474976082,0.06528939621666092,0.12414828610416022,0.07669116977555679,1.1848073716505596,0.7142857142857143,7,0.8595158791099679,0.07018320328700266,0.012627979196343434,0.07669116977555679,1.1848073716505596,0.7142857142857143,7
magic,primary_geometry_confirmatory,23,ANCHOR-INJECTION-CONTROL,nbi_s_plus_anchors,True,True,True,288,12,1266,,0.9870357677794451,0.03105823272649272,0.07164000725405142,0.07352837866224313,0.8016139423464818,0.7272727272727273,11,0.9280858902629933,0.035458590879149814,0.025768805195423707,0.07352837866224313,0.8016139423464818,0.2727272727272727,11
magic,primary_geometry_confirmatory,23,GRID,grid,True,True,True,288,12,1266,0.1633,1.0206324382396266,0.003140279338870082,0.0368847189305776,0.08122144434817871,1.1243893117419341,0.8235294117647058,17,0.9596760279578589,0.02103051569611394,0.011934670305591642,0.08122144434817871,1.1243893117419341,0.47058823529411764,17
magic,primary_geometry_confirmatory,23,RANDOM,random,True,True,True,288,12,1266,0.0408,0.9296926053207979,0.05198063385095278,0.05823455646486442,0.03488689327712431,0.5956100226807794,0.7692307692307693,13,0.8741674997464491,0.07429273328517895,0.05070173163378903,0.03488689327712431,0.5956100226807794,0.15384615384615385,13
magic,primary_geometry_confirmatory,23,NSGA2-MATCHED,nsga2,True,True,True,288,12,1266,0.2653,1.0038889325854903,0.03421715082425081,0.0930036971748204,0.02091467739037505,0.9454115794616845,0.6666666666666666,27,0.9439325140362692,0.03697544626163476,0.015021661525608057,0.02091467739037505,0.9454115794616845,0.48148148148148145,27
magic,primary_geometry_confirmatory,24,HISTORICAL-WS-asrun,historical_ws_asrun,False,True,False,288,13,1269,0.0,0.7488839990159041,0.1782495850619718,0.1472888152259037,0.12096063740621484,2.2026995287515057,0.6,10,0.6409438663381029,0.2430499833727272,0.07510348127770956,0.14657898835337776,2.1789781071663894,0.0,10
magic,primary_geometry_confirmatory,24,HISTORICAL-WS,historical_ws,False,True,False,288,13,1269,0.0,0.813618775514939,0.11994692587342307,0.10949983867454631,0.03960982312420454,1.0799694880027175,0.5,10,0.6940480225541977,0.20362582807451324,0.13431331339697633,0.05279077251077706,1.1324253480614728,0.0,10
magic,primary_geometry_confirmatory,24,WS-S,ws_s,False,True,False,288,13,1269,0.0,0.8128145939348379,0.12103598495428948,0.078610749397921,0.03559785303197157,1.5110609554991852,0.6428571428571429,14,0.6918452290986218,0.2035669338789602,0.15419267918579835,0.05010778116486341,1.5884662476085891,0.0,14
magic,primary_geometry_confirmatory,24,NBI-S,nbi_s,False,True,False,288,13,1269,0.125,0.8167911766730847,0.1432571296644982,0.09992008560537409,0.029278863944869515,0.639641251157514,0.5555555555555556,9,0.7150552399999696,0.20403292349751145,0.0409694831190375,0.04095676553540554,0.6690304431114834,0.4444444444444444,9
magic,primary_geometry_confirmatory,24,NBI-R,nbi_r,False,True,False,288,13,1269,0.1562,0.8105979360382145,0.1484660951035765,0.1234423320921304,0.02881815055567029,0.6140175680618251,0.875,8,0.7144460442095887,0.20198783337531,0.029183173774847762,0.041874204137115484,0.6778674522561334,0.625,8
magic,primary_geometry_confirmatory,24,ANCHOR-INJECTION-CONTROL,nbi_s_plus_anchors,False,True,False,288,13,1269,,0.9227099374015193,0.07751160271115405,0.08992807704483669,0.11958463737050723,1.4435473392976659,0.6,10,0.7587687537046679,0.13686536280603945,0.04862818631400285,0.17040189494937505,1.4938914073073994,0.4,10
magic,primary_geometry_confirmatory,24,GRID,grid,False,True,False,288,13,1269,0.0938,1.0150412680454968,0.002500375850592765,0.045323117391945715,0.0756663941316719,1.0880457678415179,0.9333333333333333,15,0.9082589399789691,0.05817414913003119,0.16917929172280805,0.10167034376543299,1.049943401338048,0.2,15
magic,primary_geometry_confirmatory,24,RANDOM,random,False,True,False,288,13,1269,0.0,0.8946532131423073,0.06508655500051778,0.08145513999688792,0.033775555076457735,0.6683815822959226,0.6,10,0.755445024450223,0.12980422985862528,0.11833578302331911,0.03962376275743837,0.5935716735400735,0.0,10
magic,primary_geometry_confirmatory,24,NSGA2-MATCHED,nsga2,False,True,False,288,13,1269,0.5625,1.0134184615293484,0.031229957974765653,0.09775686032723473,0.02315325950027884,1.4123213594776651,0.6666666666666666,30,0.8891019944747213,0.05105086210830322,0.04093718804253965,0.029527074290787467,1.3772172507955096,0.6,30
magic,primary_geometry_confirmatory,25,HISTORICAL-WS-asrun,historical_ws_asrun,False,True,False,288,13,1263,0.0,0.6052613787295268,0.30706953922966507,0.13742830011479368,0.07615129369894737,2.6389933115764066,0.06666666666666667,15,0.5580614990999659,0.21775324501684987,0.07152033892656116,0.0699078931929773,2.63899331164927,0.0,15
magic,primary_geometry_confirmatory,25,HISTORICAL-WS,historical_ws,False,True,False,288,13,1263,0.0476,0.8391233526049313,0.13055510305502707,0.12493344678669735,0.176010832345252,1.3546907613865917,0.3333333333333333,9,0.763250726849401,0.10049526608764735,0.07363109532857152,0.19203698930309124,1.4456850655574207,0.2222222222222222,9
magic,primary_geometry_confirmatory,25,WS-S,ws_s,False,True,False,288,13,1263,0.0476,0.8312553537272588,0.13788473699000356,0.09534229107359632,0.1115787130402904,1.4988008341419654,0.5555555555555556,9,0.7527506666015505,0.1032597433886876,0.06728802472551473,0.10373019974401848,1.4236374908127347,0.2222222222222222,9
magic,primary_geometry_confirmatory,25,NBI-S,nbi_s,False,True,False,288,13,1263,0.1905,0.8875386490792887,0.10198554444153779,0.11082323353178716,0.04023739080587786,0.7536234168919739,0.5,16,0.812616831172341,0.08100281412531715,0.05852095802872908,0.04493103984068192,0.8068775217366043,0.5,16
magic,primary_geometry_confirmatory,25,NBI-R,nbi_r,False,True,False,288,13,1263,0.0952,0.7556177532885511,0.2094289589287714,0.1216523860527315,0.009988858259160861,0.44073804414503254,0.6666666666666666,6,0.6967938118226465,0.1548593758687097,0.01975186973777208,0.009578964266996412,0.43202981127497503,0.6666666666666666,6
magic,primary_geometry_confirmatory,25,ANCHOR-INJECTION-CONTROL,nbi_s_plus_anchors,False,True,False,288,13,1263,,0.9416229742200277,0.06250823791458439,0.10112609854307415,0.0571692599556121,1.0134870627044243,0.6,15,0.8511965672488333,0.06357301091309664,0.04216541453691095,0.0599628706016834,1.0493774030952698,0.5333333333333333,15
magic,primary_geometry_confirmatory,25,GRID,grid,False,True,False,288,13,1263,0.2381,1.0379831183443746,0.001588903383114675,0.04766619142710507,0.09406371169214496,1.180900410349621,1.0,15,0.9411896909822817,0.027255115457875706,0.02485165959416476,0.10386214021030823,1.2130978932739218,0.6666666666666666,15
magic,primary_geometry_confirmatory,25,RANDOM,random,False,True,False,288,13,1263,0.0714,0.9402690797457237,0.04293134138634923,0.09500806396584772,0.037713082603116795,0.5825094522375075,0.6,15,0.8261019873579387,0.10567187482360971,0.06970764754633571,0.03260489380224879,0.5065099561484057,0.2,15
magic,primary_geometry_confirmatory,25,NSGA2-MATCHED,nsga2,False,True,False,288,13,1263,0.1905,1.0358552950365227,0.023048110523009178,0.11726732582713639,0.031036007076092526,1.144711979656728,0.6388888888888888,36,0.9150511646033539,0.05075494861310074,0.05636788026218124,0.029627051291595805,1.1465855645556708,0.2222222222222222,36
magic,primary_geometry_confirmatory,26,HISTORICAL-WS-asrun,historical_ws_asrun,False,True,False,288,10,1264,0.0,0.7973230054811502,0.13798178780449097,0.12331153712008192,0.1019860091503183,0.7991076025674952,0.5,6,0.7277851218422406,0.1359664984957012,0.07534944898694677,0.10392020207962538,0.8025509937251181,0.0,6
magic,primary_geometry_confirmatory,26,HISTORICAL-WS,historical_ws,False,True,False,288,10,1264,0.1463,0.8489565006829289,0.1285283326385903,0.15886959761495953,0.05436404568904659,1.3448644984669358,0.7,10,0.77524885341103,0.10584281446586731,0.046895910189234336,0.055306726215012925,1.3511016377928813,0.6,10
magic,primary_geometry_confirmatory,26,WS-S,ws_s,False,True,False,288,10,1264,0.0976,0.8373117211725242,0.13875756556455449,0.15146730848653472,0.05382102972155229,1.1271630178463712,0.6666666666666666,9,0.7643477154898682,0.11288907543076893,0.05767436843497414,0.054763268383191926,1.131655607018484,0.4444444444444444,9
magic,primary_geometry_confirmatory,26,NBI-S,nbi_s,False,True,False,288,10,1264,0.0976,0.9459880431160581,0.05095390648549221,0.12277091919430021,0.07469788640757874,0.6453830813132705,0.6666666666666666,9,0.8660202866504403,0.0627311066215322,0.043759884320977285,0.0748101938863543,0.6407965859010843,0.4444444444444444,9
magic,primary_geometry_confirmatory,26,NBI-R,nbi_r,False,True,False,288,10,1264,0.0488,0.9098362832093203,0.05979701688000386,0.11459730452745753,0.02376362714819901,0.4326904381182348,0.5,6,0.8342010332528633,0.07592820075437963,0.04406777202963763,0.02357215031353048,0.42825291380338765,0.3333333333333333,6
magic,primary_geometry_confirmatory,26,ANCHOR-INJECTION-CONTROL,nbi_s_plus_anchors,False,True,False,288,10,1264,,0.9833718107143534,0.03887110574494097,0.10556891276478189,0.05080107936488112,0.4924889192572221,0.6666666666666666,9,0.9010280092941232,0.04771568203457824,0.03328885986317684,0.05161924789423602,0.4949312302014579,0.4444444444444444,9
magic,primary_geometry_confirmatory,26,GRID,grid,False,True,False,288,10,1264,0.122,1.006863422578401,0.004140127037109262,0.053059827581386124,0.1027847989024355,1.1142057661332736,0.9230769230769231,13,0.9230988601297571,0.03581471572784768,0.03476172240991522,0.10274172266878417,1.1107098969943536,0.38461538461538464,13
magic,primary_geometry_confirmatory,26,RANDOM,random,False,True,False,288,10,1264,0.0,0.8984908325082975,0.06837850185699319,0.13580219155602397,0.028435084716415523,0.5466421621452842,0.2,15,0.8248909052799707,0.11418352066533334,0.10519784058954734,0.02876798560386954,0.5481001763860259,0.0,15
magic,primary_geometry_confirmatory,26,NSGA2-MATCHED,nsga2,False,True,False,288,10,1264,0.4146,1.0379977183291245,0.022444889562158107,0.09559140328029667,0.011319300319143716,0.7811187745551894,0.75,32,0.9535618573532959,0.030033318882880723,0.025978319664170038,0.01144799913255192,0.7818295523353288,0.53125,32
magic,primary_geometry_confirmatory,27,HISTORICAL-WS-asrun,historical_ws_asrun,False,True,False,288,12,1262,0.0,0.8307710575243122,0.09541750673958482,0.0954589513748224,0.018758446841017795,1.5747447661972642,0.1,10,0.8182796381231335,0.10202292325191778,0.09231518724997853,0.018758446841017795,1.5747447661972642,0.0,10
magic,primary_geometry_confirmatory,27,HISTORICAL-WS,historical_ws,False,True,False,288,12,1262,0.0435,0.8906287242533577,0.06421609878227602,0.0663255301936081,0.07124862650992973,2.390762426620498,0.75,8,0.8772372888818146,0.06036035579143231,0.03597296001110768,0.07124862650992973,2.390762426620498,0.25,8
magic,primary_geometry_confirmatory,27,WS-S,ws_s,False,True,False,288,12,1262,0.0435,0.902524387466886,0.05863146554920994,0.06299481473284053,0.07302839842822081,1.2669852500481804,0.8571428571428571,7,0.8889540896796274,0.054238638369336144,0.02070309255578864,0.07302839842822081,1.2669852500481804,0.42857142857142855,7
magic,primary_geometry_confirmatory,27,NBI-S,nbi_s,False,True,False,288,12,1262,0.087,0.9417814497318879,0.03674306967337834,0.05709384994162714,0.045628239789276,1.1359514581013372,0.6923076923076923,13,0.9276208853185005,0.0336479172297015,0.023423063629948972,0.045628239789276,1.1359514581013372,0.3076923076923077,13
magic,primary_geometry_confirmatory,27,NBI-R,nbi_r,False,True,False,288,12,1262,0.0217,0.845211559796172,0.09091122156274084,0.06798050171936977,0.06924052797011514,1.8354383962223813,0.8333333333333334,6,0.8325030139452841,0.08220189576503888,0.023365469925787974,0.06924052797011514,1.8354383962223813,0.16666666666666666,6
magic,primary_geometry_confirmatory,27,ANCHOR-INJECTION-CONTROL,nbi_s_plus_anchors,False,True,False,288,12,1262,,0.9534648482075525,0.02634927104576333,0.05301571780293949,0.1471962066510263,1.8912389702293173,0.7142857142857143,14,0.9391286129771947,0.027669511413646087,0.02174998765638119,0.1471962066510263,1.8912389702293173,0.35714285714285715,14
magic,primary_geometry_confirmatory,27,GRID,grid,False,True,False,288,12,1262,0.2609,1.0045300116487461,0.0041291314056700655,0.03479074629370624,0.1270293044805992,1.9197496328435546,0.9411764705882353,17,0.9894259639536227,0.007329108582039646,0.01892600721517494,0.1270293044805992,1.9197496328435546,0.7058823529411765,17
magic,primary_geometry_confirmatory,27,RANDOM,random,False,True,False,288,12,1262,0.0435,0.7789856981754258,0.1424250240820872,0.07949406989429002,0.02480147662927785,0.5558907062645406,0.4,10,0.7672729200576778,0.14141379822277994,0.04583799672588653,0.02480147662927785,0.5558907062645406,0.2,10
magic,primary_geometry_confirmatory,27,NSGA2-MATCHED,nsga2,False,True,False,288,12,1262,0.3261,0.9305628118557074,0.050976546912670756,0.07334324292324412,0.025845151076569636,2.2337554272053426,0.6190476190476191,42,0.9165709301492488,0.04264431653505888,0.029529846251770336,0.025845151076569636,2.2337554272053426,0.35714285714285715,42
magic,primary_geometry_confirmatory,28,HISTORICAL-WS-asrun,historical_ws_asrun,False,True,False,288,13,1263,0.0,0.7844534898997065,0.13006586038670845,0.11307492900190796,0.007801294101421366,1.6879539943390356,0.0,16,0.7478529844149127,0.1274050906732565,0.0882724351619101,0.007778711777892577,1.682865358949346,0.0,16
magic,primary_geometry_confirmatory,28,HISTORICAL-WS,historical_ws,False,True,False,288,13,1263,0.1176,0.923355187739962,0.05398178767490557,0.06489478484996894,0.012940931404289474,2.938767656327063,0.6111111111111112,18,0.9071825516972057,0.05028011320104019,0.02191862902249978,0.015039653509946706,2.944599485723586,0.4444444444444444,18
magic,primary_geometry_confirmatory,28,WS-S,ws_s,False,True,False,288,13,1263,0.0882,0.923355187739962,0.05398178767490557,0.051939267888062114,0.013898309111593518,3.158636590355439,0.6666666666666666,15,0.9071825516972057,0.05028011320104019,0.01694406686454019,0.016157014553430573,3.1625246204474946,0.4,15
magic,primary_geometry_confirmatory,28,NBI-S,nbi_s,False,True,False,288,13,1263,0.0735,0.9372985275061375,0.04901829937189978,0.048684287345571474,0.024658807953919577,0.9809468327729245,0.5833333333333334,12,0.9233763455563256,0.042839861946532706,0.021259989748082377,0.027847881125434192,1.0031383539566112,0.4166666666666667,12
magic,primary_geometry_confirmatory,28,NBI-R,nbi_r,False,True,False,288,13,1263,0.0294,0.9254726421988009,0.05388065641537725,0.0449597621546679,0.02509716955063618,1.208522134490472,0.75,12,0.9105300679017027,0.051375235892929416,0.01886260425776193,0.025907664696081658,1.1473950662183394,0.16666666666666666,12
magic,primary_geometry_confirmatory,28,ANCHOR-INJECTION-CONTROL,nbi_s_plus_anchors,False,True,False,288,13,1263,,0.9750058067111363,0.030451392219405068,0.0449393421651429,0.0965751885030517,1.8865225168752584,0.6153846153846154,13,0.9503961997228,0.040810800289025076,0.025967282810886023,0.11212009237336744,1.9312470078610255,0.38461538461538464,13
magic,primary_geometry_confirmatory,28,GRID,grid,False,True,False,288,13,1263,0.1618,1.0000812518869935,0.0059869959370067,0.021110788018236643,0.032961212026970645,1.1002106497639432,0.6818181818181818,22,0.9790488613769868,0.014731655279536045,0.027839298450804673,0.03692118206112646,1.0999638386559405,0.5,22
magic,primary_geometry_confirmatory,28,RANDOM,random,False,True,False,288,13,1263,0.0147,0.8711819674587065,0.07951890056975987,0.053329565672956644,0.02742953494179433,0.8065472337311062,0.6428571428571429,14,0.8265429774382889,0.0723428474097064,0.03471304106717336,0.031691723705109,0.8163737950133545,0.07142857142857142,14
magic,primary_geometry_confirmatory,28,NSGA2-MATCHED,nsga2,False,True,False,288,13,1263,0.4412,0.8723678457741487,0.08033324879339587,0.04668998461133933,0.008437539287164649,1.3087288655226506,0.7317073170731707,41,0.8302692396475946,0.07195487748684422,0.01940966666114268,0.00904927284075616,1.303701513574752,0.7317073170731707,41
magic,primary_geometry_confirmatory,29,HISTORICAL-WS-asrun,historical_ws_asrun,False,True,False,288,14,1268,0.0,0.8959189341771745,0.08707376689061588,0.06439510346341089,0.004475787383982439,1.5305373345940776,0.0,14,0.881864546409467,0.07781502984319018,0.04810128111809161,0.004475787383982439,1.5305373345940776,0.0,14
