subsample,colsample_bytree,colsample_bylevel,learning_rate,max_depth,gamma,n_estimators,Accuracy_Mean,Precision_Mean,Recall_Mean,Specificity_Mean,RocAuc_Mean,LogLoss_Mean,Leaves_Mean,Time_MeanFold
0.05,0.05,0.05,0.01,3.0,5.0,50,0.8734317343173432,0.0,0.0,1.0,0.7743046683062706,0.3739595770835876,66.4,0.02576544142793864
1.0,0.05,0.05,0.01,3.0,5.0,700,0.8781877818778188,0.7977755683638037,0.049881197778162426,0.9982162268770252,0.8868439056137584,0.29694403409957887,1546.0,0.298194366809912
0.05,1.0,0.05,0.01,3.0,5.0,700,0.8853218532185322,0.7986219315011807,0.12568488300734842,0.9953997221221407,0.9035339823594908,0.27956600189208985,1156.6,0.2897745918249711
1.0,1.0,0.05,0.01,3.0,5.0,50,0.8734317343173432,0.0,0.0,1.0,0.8944256374536508,0.34947690963745115,207.6,0.03543013343587518
0.05,0.05,1.0,0.01,3.0,5.0,700,0.8830258302583026,0.8240463645943098,0.09620672111112859,0.9970426942473113,0.886217280288877,0.29056705832481383,1194.2,0.2914655914064497
1.0,0.05,1.0,0.01,3.0,5.0,50,0.8734317343173432,0.0,0.0,1.0,0.8416844741818952,0.3592758059501648,169.0,0.03332646656781435
0.05,1.0,1.0,0.01,3.0,5.0,50,0.8734317343173432,0.0,0.0,1.0,0.9277171737052463,0.2888831257820129,321.6,0.04205704159103334
1.0,1.0,1.0,0.01,3.0,5.0,700,0.9056170561705617,0.6701991836687871,0.501449754265603,0.9641836043248461,0.941501007845989,0.1976692944765091,4427.4,0.45828244180884214
0.05,0.05,0.05,0.3,3.0,5.0,700,0.8993029930299304,0.6648779677261035,0.41366304228100265,0.9696755704374098,0.9281450515710139,0.2219855785369873,771.0,0.2349748918088153
1.0,0.05,0.05,0.3,3.0,5.0,50,0.8785977859778598,0.580883942436128,0.1334607900216624,0.986574698130109,0.7860527135239339,0.3100845396518707,90.6,0.02626709998585284
0.05,1.0,0.05,0.3,3.0,5.0,50,0.8910209102091022,0.6883903056865994,0.2533015478382191,0.9834293455326341,0.9128583286369587,0.24501145184040068,74.6,0.026507250196300448
