subsample,colsample_bytree,colsample_bylevel,learning_rate,max_depth,gamma,n_estimators,Accuracy_Mean,Precision_Mean,Recall_Mean,Specificity_Mean,RocAuc_Mean,LogLoss_Mean,Leaves_Mean,Time_MeanFold
0.05,0.05,0.05,0.01,18.0,5.0,700,0.7876575048051947,0.9337395567866409,0.4263551401869159,0.9835798990526105,0.8826937089045437,0.46086087822914124,1662.2,0.3147732082288712
1.0,0.05,0.05,0.01,18.0,5.0,50,0.6582544198939164,0.9925925925925926,0.02822429906542056,0.9998986315255955,0.8595266448876439,0.6084435820579529,484.8,0.05274085837882012
0.05,1.0,0.05,0.01,18.0,5.0,50,0.6953861709712259,0.9962420407047151,0.1342056074766355,0.9996958945767865,0.8872541429237131,0.5766020536422729,297.0,0.044479691819287834
1.0,1.0,0.05,0.01,18.0,5.0,700,0.8698736420547707,0.8867653651507729,0.7222429906542056,0.9499286980107848,0.9264130940887986,0.3340751588344574,11812.8,0.776988508598879
0.05,0.05,1.0,0.01,18.0,5.0,50,0.6493165417452779,0.8,0.0026168224299065418,1.0,0.8494101752614744,0.6135201096534729,154.8,0.029518275009468197
1.0,0.05,1.0,0.01,18.0,5.0,700,0.8020501588488779,0.9111016757557211,0.48448598130841114,0.9742553859062901,0.8888070361022475,0.4419705331325531,4927.0,0.5668460747925564
0.05,1.0,1.0,0.01,18.0,5.0,700,0.8646818077982557,0.8681216059367663,0.7256074766355141,0.9400968803261456,0.9211799296083776,0.327832555770874,4311.8,0.5688950414070859
1.0,1.0,1.0,0.01,18.0,5.0,50,0.8488436656715852,0.9252701050071064,0.6203738317757009,0.9727341398648729,0.9139904656100836,0.4781225800514221,6159.8,0.14360943341162055
0.05,0.05,0.05,0.3,18.0,5.0,50,0.8261702932518269,0.8469230169820152,0.6175700934579439,0.9392869595671248,0.8851407790454588,0.41168851852416993,110.6,0.02469229979906231
1.0,0.05,0.05,0.3,18.0,5.0,700,0.8556128258863429,0.8475466444113327,0.7188785046728972,0.9297592986575097,0.9054639602265924,0.3587259352207184,1073.2,0.2019770415732637
